0.448986	-0.513475	-1.000000
-0.000019	-0.000018	1.000000
0.087728	0.034338	1.000000
-0.344738	-0.297289	1.000000
0.016388	0.031563	1.000000
-0.162865	-0.418447	1.000000
-0.669035	-0.600430	-1.000000
-0.161764	-0.023708	1.000000
0.011456	-0.002119	1.000000
-0.068620	0.200540	1.000000
0.764354	-0.532147	-1.000000
-0.639970	0.434039	-1.000000
-0.064015	0.669716	-1.000000
-0.475098	-0.308615	-1.000000
0.264515	0.219992	1.000000
0.132264	-0.759949	-1.000000
-0.834928	-0.000931	-1.000000
0.397723	-0.112907	1.000000
-0.009388	0.036878	1.000000
0.380472	-0.321574	1.000000
0.204234	-0.290816	1.000000
-0.235131	0.018829	1.000000
-0.222935	0.045577	1.000000
0.133537	-0.079526	1.000000
0.656897	0.204273	-1.000000
0.290674	0.232073	1.000000
-0.276918	-0.304632	1.000000
0.000089	0.050749	1.000000
-0.135443	0.608848	-1.000000
-0.156293	0.719332	-1.000000
0.171637	0.556321	-1.000000
-0.579474	0.422347	-1.000000
-0.253916	-0.331071	1.000000
0.530199	-0.269866	-1.000000
-0.327951	-0.706317	-1.000000
0.013148	-0.067174	1.000000
-0.022350	-0.019685	1.000000
0.542242	-0.055636	-1.000000
0.000402	0.366627	1.000000
-0.113166	0.169636	1.000000
-0.622258	0.422661	-1.000000
0.150560	-0.058782	1.000000
-0.632625	0.509759	-1.000000
-0.376198	0.112248	1.000000
-0.218672	0.928609	-1.000000
0.855448	0.224485	-1.000000
0.008247	-0.108792	1.000000
0.729442	-0.474362	-1.000000
-0.531741	0.254636	-1.000000
-0.084788	0.030658	1.000000
0.113910	-0.432352	1.000000
-0.163281	-0.029440	1.000000
-0.375655	0.002173	1.000000
0.151876	0.868195	-1.000000
-0.120041	0.011138	1.000000
-0.337084	0.335436	1.000000
0.177007	-0.084438	1.000000
0.210091	0.083008	1.000000
-0.821235	-0.129326	-1.000000
-0.111642	-0.309256	1.000000
-0.225849	0.871356	-1.000000
-0.085097	0.174163	1.000000
0.205280	-0.506661	-1.000000
-0.356373	0.034944	1.000000
-0.637247	0.066988	-1.000000
-0.414746	0.375625	-1.000000
0.242434	-0.246486	1.000000
0.524337	-0.072456	-1.000000
0.195787	0.369722	1.000000
-0.183688	-0.827627	-1.000000
-0.620986	-0.092505	-1.000000
0.294593	0.523937	-1.000000
0.155358	0.777760	-1.000000
0.334834	0.275954	1.000000
0.170909	-0.056513	1.000000
0.480016	-0.389021	-1.000000
-0.630007	0.673855	-1.000000
0.179655	0.407976	1.000000
-0.627011	-0.649631	-1.000000
-0.380016	-0.507823	-1.000000
0.639932	0.624184	-1.000000
-0.315983	-0.493929	-1.000000
-0.024919	-0.282716	1.000000
0.008943	0.078020	1.000000
-0.208495	-0.215765	1.000000
0.383699	0.297708	1.000000
-0.416924	0.001649	1.000000
0.423418	0.707145	-1.000000
-0.181551	0.443407	1.000000
0.508797	-0.628901	-1.000000
-0.188003	-0.255897	1.000000
0.190054	-0.239952	1.000000
0.085336	0.378510	1.000000
0.890555	0.077226	-1.000000
-0.069940	-0.013475	1.000000
0.829716	-0.525434	-1.000000
0.038376	-0.438498	1.000000
-0.110446	0.205595	1.000000
0.395730	0.373229	-1.000000
0.017642	0.006596	1.000000
